Ticker,Price,GEX,Time
AMC,10.61,2220425.8,2021-04-06T09:29:19.376
AMC,10.61,2220425.8,2021-04-06T09:30:18.224
AMC,10.61,4174454.6,2021-04-06T09:31:18.367
AMC,10.61,4121547.5,2021-04-06T09:32:18.442
AMC,10.61,4095179.8,2021-04-06T09:33:18.232
AMC,10.61,4093650.4,2021-04-06T09:34:18
AMC,10.61,4134620.3,2021-04-06T09:35:18.343
AMC,10.61,4163940.5,2021-04-06T09:36:18.012
AMC,10.61,4220900.3,2021-04-06T09:37:17.933
AMC,10.61,4774501.2,2021-04-06T09:38:18.066
AMC,10.61,4306103.8,2021-04-06T09:39:17.847
AMC,10.61,4325643,2021-04-06T09:40:18.260
AMC,10.61,4326900.4,2021-04-06T09:41:17.986
AMC,10.61,4316041.9,2021-04-06T09:42:17.924
AMC,10.61,4332418.6,2021-04-06T09:43:18.004
AMC,10.61,4248686.8,2021-04-06T09:44:17.968
AMC,10.61,4184864.8,2021-04-06T09:45:18.107
AMC,10.61,4135732,2021-04-06T09:46:18.132
AMC,10.61,4059390.8,2021-04-06T09:47:18.615
AMC,10.61,4101382.1,2021-04-06T09:48:17.972
AMC,10.61,4128970.8,2021-04-06T09:49:17.995
AMC,10.61,4119505.2,2021-04-06T09:50:18.176
AMC,10.61,4129964.9,2021-04-06T09:51:18.120
AMC,10.61,4142731.8,2021-04-06T09:52:17.984
AMC,10.61,4207913.4,2021-04-06T09:53:18.253
AMC,10.61,4234396.2,2021-04-06T09:54:17.374
AMC,10.61,4276674.6,2021-04-06T09:55:18.708
AMC,10.61,4238622.4,2021-04-06T09:56:18.618
AMC,10.61,4164243.9,2021-04-06T09:57:18.151
AMC,10.61,4129657.8,2021-04-06T09:58:18.179
AMC,10.61,4158688.7,2021-04-06T09:59:18.702
AMC,10.61,4214672.9,2021-04-06T10:00:17.982
AMC,10.61,4207669,2021-04-06T10:01:18.456
AMC,10.61,4152119.4,2021-04-06T10:02:18.113
AMC,10.61,4246502.6,2021-04-06T10:03:18.034
AMC,10.61,4224221.3,2021-04-06T10:04:18.089
AMC,10.61,4199372.3,2021-04-06T10:05:18.211
AMC,10.61,4230787.1,2021-04-06T10:06:18.021
AMC,10.61,4174361.4,2021-04-06T10:07:18.163
AMC,10.61,4173861,2021-04-06T10:08:18.149
AMC,10.61,4194868.7,2021-04-06T10:09:18.511
AMC,10.61,4195451.4,2021-04-06T10:10:17.983
AMC,10.61,4184680.4,2021-04-06T10:11:18.078
AMC,10.61,4177446.1,2021-04-06T10:12:18.031
AMC,10.61,4165083.7,2021-04-06T10:13:18.926
AMC,10.61,4177197.8,2021-04-06T10:14:18.265
AMC,10.61,4134389,2021-04-06T10:15:18.089
AMC,10.61,4142787.9,2021-04-06T10:16:18.030
AMC,10.61,4154897.4,2021-04-06T10:17:18.154
AMC,10.61,4137401.4,2021-04-06T10:18:18.416
AMC,10.61,4305722.7,2021-04-06T10:19:18.212
AMC,10.61,4168711.6,2021-04-06T10:20:18.166
AMC,10.61,4188881.3,2021-04-06T10:21:18.405
AMC,10.61,4208765.7,2021-04-06T10:22:18.291
AMC,10.61,4201942.3,2021-04-06T10:23:18.243
AMC,10.61,4153403.6,2021-04-06T10:24:18.123
AMC,10.61,4121286,2021-04-06T10:25:18.828
AMC,10.61,4126858.2,2021-04-06T10:26:18.135
AMC,10.61,4149286.9,2021-04-06T10:27:18.248
AMC,10.61,4158394.8,2021-04-06T10:28:18.314
AMC,10.61,4148693.4,2021-04-06T10:29:18.533
AMC,10.61,4159483.5,2021-04-06T10:30:18.133
AMC,10.61,4184015.4,2021-04-06T10:31:57.829
AMC,10.61,4147325.6,2021-04-06T10:32:58.416
AMC,10.61,4158005.6,2021-04-06T10:33:57.760
AMC,10.61,4145285.9,2021-04-06T10:34:57.473
AMC,10.61,4136256.9,2021-04-06T10:35:57.628
AMC,10.61,4111023.9,2021-04-06T10:36:57.646
AMC,10.61,4113313.1,2021-04-06T10:37:57.929
AMC,10.61,4139693.4,2021-04-06T10:38:57.652
AMC,10.61,4126888.3,2021-04-06T10:39:57.561
AMC,10.61,4131290.8,2021-04-06T10:40:57.566
AMC,10.61,4117899.6,2021-04-06T10:41:57.659
AMC,10.61,4154002.2,2021-04-06T10:42:57.540
AMC,10.61,4119030.1,2021-04-06T10:43:58.832
AMC,10.61,4149098.7,2021-04-06T10:44:57.677
AMC,10.61,4152123,2021-04-06T10:45:57.615
AMC,10.61,4127866.6,2021-04-06T10:49:07.731
AMC,10.61,4112214,2021-04-06T10:56:01.449
AMC,10.61,4131613.4,2021-04-06T10:57:01.211
AMC,10.61,4135734.2,2021-04-06T10:58:00.799
AMC,10.61,4150599.1,2021-04-06T10:59:00.740
AMC,10.61,4170149.8,2021-04-06T11:00:00.831
AMC,10.61,4133269.9,2021-04-06T11:01:00.824
AMC,10.61,4134245.7,2021-04-06T11:02:00.880
AMC,10.61,4020896,2021-04-06T11:03:01.054
AMC,10.61,3940291.9,2021-04-06T11:04:00.900
AMC,10.61,3975549.4,2021-04-06T11:05:00.772
AMC,10.61,3984270,2021-04-06T11:06:00.837
AMC,10.61,4032643.2,2021-04-06T11:07:00.763
AMC,10.61,4088045.1,2021-04-06T11:08:00.800
AMC,10.61,4074492.8,2021-04-06T11:09:00.770
AMC,10.61,4116041,2021-04-06T11:10:00.726
AMC,10.61,4088266,2021-04-06T11:11:00.139
AMC,10.61,4048543.6,2021-04-06T11:13:14.733
AMC,10.61,3955971.2,2021-04-06T11:18:50.131
AMC,10.61,3955642.1,2021-04-06T11:19:50.054
AMC,10.61,3950960,2021-04-06T11:20:49.778
AMC,10.61,3952738.6,2021-04-06T11:21:50.200
AMC,10.61,3922910.2,2021-04-06T11:22:49.594
AMC,10.61,3930179.9,2021-04-06T11:23:49.925
AMC,10.61,3929226.6,2021-04-06T11:24:49.717
AMC,10.61,3955446.6,2021-04-06T11:25:49.841
AMC,10.61,3932348.9,2021-04-06T11:26:49.762
AMC,10.61,3956062.7,2021-04-06T11:27:49.923
AMC,10.61,3951186.2,2021-04-06T11:28:49.805
AMC,10.61,3970485,2021-04-06T11:29:49.728
AMC,10.61,3970890.8,2021-04-06T11:30:50.549
AMC,10.61,3946587.9,2021-04-06T11:31:49.777
AMC,10.61,3956254.6,2021-04-06T11:32:49.831
AMC,10.61,3947478,2021-04-06T11:33:50.360
AMC,10.61,4047138.2,2021-04-06T11:39:01.723
AMC,10.61,4051531.1,2021-04-06T11:40:00.476
AMC,10.61,4067398.1,2021-04-06T11:40:58.023
AMC,10.61,4043868.9,2021-04-06T11:41:57.995
AMC,10.61,4062414.2,2021-04-06T11:42:58.937
AMC,10.61,4036568.8,2021-04-06T11:43:58.105
AMC,10.61,4021850.2,2021-04-06T11:45:00.872
AMC,10.61,4016542.6,2021-04-06T11:45:58.070
AMC,10.61,4040255.4,2021-04-06T11:46:58.148
AMC,10.61,4033089.3,2021-04-06T11:47:58.083
AMC,10.61,4033053.9,2021-04-06T11:48:58.111
AMC,10.61,4018781.7,2021-04-06T11:50:00.935
AMC,10.61,4029417.8,2021-04-06T11:50:58.105
AMC,10.61,4019650.3,2021-04-06T11:51:58.816
AMC,10.61,4030218,2021-04-06T11:52:58.131
AMC,10.61,4025969.3,2021-04-06T11:53:58.082
AMC,10.61,3967900.3,2021-04-06T12:24:26.951
AMC,10.61,3992965.4,2021-04-06T12:25:25.052
AMC,10.61,3984719.1,2021-04-06T12:26:25.782
AMC,10.61,3999694.7,2021-04-06T12:27:25.097
AMC,10.61,4010969.5,2021-04-06T12:28:25.321
AMC,10.61,4001612.2,2021-04-06T12:29:24.923
AMC,10.61,3981371.4,2021-04-06T12:30:24.901
AMC,10.61,3978092.9,2021-04-06T12:31:24.960
AMC,10.61,3954044.8,2021-04-06T12:32:25.281
AMC,10.61,3961477.8,2021-04-06T12:33:25.506
AMC,10.61,3966097.9,2021-04-06T12:34:25.167
AMC,10.61,3955569.9,2021-04-06T12:35:25.070
AMC,10.61,3953218.2,2021-04-06T12:36:25.109
AMC,10.61,3967032.1,2021-04-06T12:37:25.225
AMC,10.61,3958785.7,2021-04-06T12:38:25.090
AMC,10.61,3958931.5,2021-04-06T12:39:24.946
AMC,10.61,3965225.2,2021-04-06T12:40:25.527
AMC,10.61,3938551.5,2021-04-06T12:41:25.382
AMC,10.61,3954794.9,2021-04-06T12:42:25.211
AMC,10.61,3945597.8,2021-04-06T12:43:25.154
AMC,10.61,3948023.2,2021-04-06T12:44:25.207
AMC,10.61,3955653.9,2021-04-06T12:45:25.313
AMC,10.61,3951109.1,2021-04-06T12:46:25.775
AMC,10.61,3928817.9,2021-04-06T12:47:25.342
AMC,10.61,3923968,2021-04-06T12:48:25.240
AMC,10.61,3925090.2,2021-04-06T12:49:25.821
AMC,10.61,3925853.3,2021-04-06T12:50:25.270
AMC,10.61,3916525.8,2021-04-06T12:51:24.953
AMC,10.61,3956973,2021-04-06T12:52:25.211
AMC,10.61,3940023.6,2021-04-06T12:53:25.344
AMC,10.61,3917142.1,2021-04-06T12:54:25.176
AMC,10.61,3927959.5,2021-04-06T12:55:25.645
AMC,10.61,3909987.2,2021-04-06T12:56:25.135
AMC,10.61,3913967.3,2021-04-06T12:57:24.989
AMC,10.61,3925383.4,2021-04-06T12:58:25.102
AMC,10.61,3932079.7,2021-04-06T12:59:25.303
AMC,10.61,3924264.4,2021-04-06T13:00:25.550
AMC,10.61,3909523.3,2021-04-06T13:03:17.063
AMC,10.61,3929300,2021-04-06T13:04:17.171
AMC,10.61,3932175.6,2021-04-06T13:05:17.176
AMC,10.61,3930414.3,2021-04-06T13:06:17.093
AMC,10.61,3923402.3,2021-04-06T13:07:17.626
AMC,10.61,3943042.6,2021-04-06T13:08:17.131
AMC,10.61,4035254,2021-04-06T13:09:17.175
AMC,10.61,4028321.3,2021-04-06T13:10:17.098
AMC,10.61,4050961.1,2021-04-06T13:11:17.110
AMC,10.61,4044933,2021-04-06T13:12:17.013
AMC,10.61,4038071.3,2021-04-06T13:13:17.530
AMC,10.61,4035617.8,2021-04-06T13:14:17.380
AMC,10.61,4046365.4,2021-04-06T13:15:17.518
AMC,10.61,4032410.5,2021-04-06T13:16:17.217
AMC,10.61,4050996.8,2021-04-06T13:17:17.040
AMC,10.61,4041890.7,2021-04-06T13:18:16.992
AMC,10.61,3974420.9,2021-04-06T13:23:25.083
AMC,10.61,3995852.9,2021-04-06T13:23:28.976
AMC,10.61,3932943.3,2021-04-06T13:27:33.546
AMC,10.61,3940818,2021-04-06T13:28:30.208
AMC,10.61,3990343.7,2021-04-06T13:29:30.382
AMC,10.61,3980441.2,2021-04-06T13:30:30.369
AMC,10.61,3969552.2,2021-04-06T13:31:30.274
AMC,10.61,3998465.2,2021-04-06T13:32:30.367
AMC,10.61,3974817.6,2021-04-06T13:33:30.283
AMC,10.61,3966670.6,2021-04-06T13:34:30.241
AMC,10.61,3978907.6,2021-04-06T13:35:30.362
AMC,10.61,3977472,2021-04-06T13:36:30.767
AMC,10.61,3956718.3,2021-04-06T13:37:30.412
AMC,10.61,3975298.8,2021-04-06T13:38:30.604
AMC,10.61,3955243.4,2021-04-06T13:39:30.348
AMC,10.61,3964223.3,2021-04-06T13:40:30.356
AMC,10.61,3962062.9,2021-04-06T13:41:30.292
AMC,10.61,3960362.5,2021-04-06T13:42:30.313
AMC,10.61,3948300,2021-04-06T13:43:29.627
AMC,10.61,3944964.5,2021-04-06T13:44:30.459
AMC,10.61,3965263.1,2021-04-06T13:45:30.327
AMC,10.61,3967326.3,2021-04-06T13:46:30.615
AMC,10.61,4037947.6,2021-04-06T13:47:30.616
AMC,10.61,4032209.1,2021-04-06T13:48:30.311
AMC,10.61,4057939.1,2021-04-06T13:49:30.476
AMC,10.61,4091788.6,2021-04-06T13:50:30.679
AMC,10.61,4085824.4,2021-04-06T13:51:30.628
AMC,10.61,4132176.4,2021-04-06T13:55:30.668
AMC,10.61,4118999.8,2021-04-06T13:56:30.272
AMC,10.61,4095762.6,2021-04-06T13:57:30.152
AMC,10.61,4102351.3,2021-04-06T13:58:30.423
AMC,10.61,4055232.6,2021-04-06T13:59:30.646
AMC,10.61,4345427,2021-04-06T14:00:30.175
AMC,10.61,4295916.4,2021-04-06T14:01:30.375
AMC,10.61,4225792.5,2021-04-06T14:02:30.151
AMC,10.61,4363430.6,2021-04-06T14:03:31.074
AMC,10.61,4235218.5,2021-04-06T14:04:29.939
AMC,10.61,4236998.8,2021-04-06T14:05:30.109
AMC,10.61,4238235.8,2021-04-06T14:06:30.071
AMC,10.61,4177624,2021-04-06T14:07:30.219
AMC,10.61,4176985.5,2021-04-06T14:08:30.071
AMC,10.61,4215040.6,2021-04-06T14:09:30.033
AMC,10.61,4212479.1,2021-04-06T14:10:30.113
AMC,10.61,4222333.7,2021-04-06T14:11:30.244
AMC,10.61,4199083.4,2021-04-06T14:12:30.028
AMC,10.61,4201322.8,2021-04-06T14:13:30.126
AMC,10.61,4196990.4,2021-04-06T14:14:30.045
AMC,10.61,4195893,2021-04-06T14:15:30.338
AMC,10.61,4210046.3,2021-04-06T14:16:30.307
AMC,10.61,4214054.8,2021-04-06T14:17:30.132
AMC,10.61,4230873.4,2021-04-06T14:18:30.189
AMC,10.61,4194333.6,2021-04-06T14:19:32.758
AMC,10.61,4173020.7,2021-04-06T14:20:30.159
AMC,10.61,4190260,2021-04-06T14:21:30.956
AMC,10.61,4174124.5,2021-04-06T14:22:30.366
AMC,10.61,4175363.5,2021-04-06T14:23:30.210
AMC,10.61,4196373,2021-04-06T14:24:30.311
AMC,10.61,4137270.9,2021-04-06T14:25:30.235
AMC,10.61,4129636.3,2021-04-06T14:26:30.145
AMC,10.61,4150472.2,2021-04-06T14:27:30.512
AMC,10.61,4137903,2021-04-06T14:28:31.344
AMC,10.61,4150056.6,2021-04-06T14:29:30.179
AMC,10.61,4161149,2021-04-06T14:30:30.156
AMC,10.61,4166412,2021-04-06T14:31:30.257
AMC,10.61,4185403,2021-04-06T14:32:30.269
AMC,10.61,4287885,2021-04-06T14:33:30.271
AMC,10.61,4195487.6,2021-04-06T14:34:30.263
AMC,10.61,4197984.6,2021-04-06T14:35:30.194
AMC,10.61,4204949.1,2021-04-06T14:36:30.197
AMC,10.61,4194651.2,2021-04-06T14:45:32.156
AMC,10.61,4218035.8,2021-04-06T14:46:31.468
AMC,10.61,4199022.7,2021-04-06T14:47:30.424
AMC,10.61,4202893.1,2021-04-06T14:48:30.466
AMC,10.61,4232084.3,2021-04-06T14:49:30.472
AMC,10.61,4216905,2021-04-06T14:50:30.496
AMC,10.61,4219510.8,2021-04-06T14:51:31.348
AMC,10.61,4223200.1,2021-04-06T14:52:30.616
AMC,10.61,4221807.4,2021-04-06T14:53:30.574
AMC,10.61,4220449.1,2021-04-06T14:54:30.897
AMC,10.61,4214899.8,2021-04-06T14:55:31.050
AMC,10.61,4233565.8,2021-04-06T14:56:31.408
AMC,10.61,4243466.9,2021-04-06T14:57:30.793
AMC,10.61,4237212.3,2021-04-06T14:58:30.458
AMC,10.61,4230140.2,2021-04-06T14:59:30.530
AMC,10.61,4253868.1,2021-04-06T15:00:30.610
AMC,10.61,4247377,2021-04-06T15:01:31.780
AMC,10.61,4247263.6,2021-04-06T15:02:30.451
AMC,10.61,4247632.4,2021-04-06T15:03:30.397
AMC,10.61,4205483.1,2021-04-06T15:04:30.414
AMC,10.61,4194843.3,2021-04-06T15:05:30.548
AMC,10.61,4192269.5,2021-04-06T15:06:31.821
AMC,10.61,4155501.2,2021-04-06T15:07:31.317
AMC,10.61,4158552.9,2021-04-06T15:08:30.426
AMC,10.61,4159833.3,2021-04-06T15:09:30.483
AMC,10.61,4130404,2021-04-06T15:10:30.616
AMC,10.61,4152241,2021-04-06T15:11:32.046
AMC,10.61,4097055.3,2021-04-06T15:12:30.672
AMC,10.61,4159296.8,2021-04-06T15:13:30.560
AMC,10.61,4165254.8,2021-04-06T15:14:30.732
AMC,10.61,4172525.8,2021-04-06T15:15:30.712
AMC,10.61,4168887.3,2021-04-06T15:16:32.558
AMC,10.61,4170604.3,2021-04-06T15:30:52.795
AMC,10.61,4127600.4,2021-04-06T15:31:53.215
AMC,10.61,4129012.4,2021-04-06T15:32:52.299
AMC,10.61,4134406.4,2021-04-06T15:33:52.878
AMC,10.61,4142439.8,2021-04-06T15:34:52.373
AMC,10.61,4123069,2021-04-06T15:35:52.948
AMC,10.61,4125345.7,2021-04-06T15:36:53.367
AMC,10.61,4131891.8,2021-04-06T15:37:52.624
AMC,10.61,4141171.1,2021-04-06T15:38:52.464
AMC,10.61,4172539.4,2021-04-06T15:39:52.516
AMC,10.61,4146462,2021-04-06T15:40:52.363
AMC,10.61,4156138,2021-04-06T15:41:53.092
AMC,10.61,4160034.5,2021-04-06T15:42:52.520
AMC,10.61,4199175.2,2021-04-06T15:43:52.557
AMC,10.61,4178802.3,2021-04-06T15:44:53.072
AMC,10.61,4168998,2021-04-06T15:45:52.351
AMC,10.61,4145054.6,2021-04-06T15:47:53.507
AMC,10.61,4138997.1,2021-04-06T15:50:00.288
AMC,10.61,4125930.7,2021-04-06T15:51:00.463
AMC,10.61,4103893.4,2021-04-06T15:52:00.393
AMC,10.61,4138994.5,2021-04-06T15:53:00.138
AMC,10.61,4114889.2,2021-04-06T15:54:00.178
AMC,10.61,4124785.3,2021-04-06T15:55:00.323
AMC,10.61,4111654.1,2021-04-06T15:56:00.439
AMC,10.61,4126212.9,2021-04-06T15:57:00.472
AMC,10.61,4117732.6,2021-04-06T15:58:00.224
AMC,10.61,4109239.1,2021-04-06T15:59:01.164
AMC,10.61,4123409.9,2021-04-06T16:00:00.665
AMC,10.61,4119919.8,2021-04-06T16:01:00.413
AMC,10.61,4119919.8,2021-04-06T16:02:00.307
AMC,10.61,4119919.8,2021-04-06T16:03:00.380
AMC,10.61,4119919.8,2021-04-06T16:04:00.551
AMC,10.61,4119919.8,2021-04-06T16:05:00.324
AMC,10.61,4119919.8,2021-04-06T16:06:00.273
AMC,10.61,4119919.8,2021-04-06T16:07:00.386
AMC,10.61,4119919.8,2021-04-06T16:08:00.302
AMC,10.61,4119919.8,2021-04-06T16:09:00.221
AMC,10.61,4119919.8,2021-04-06T16:10:00.343
AMC,10.61,4119919.8,2021-04-06T16:11:00.270
AMC,10.61,4119919.8,2021-04-06T16:12:00.369
AMC,10.61,4119919.8,2021-04-06T16:13:00.214
AMC,10.61,4119919.8,2021-04-06T16:14:00.301
AMC,10.61,4119919.8,2021-04-06T16:15:00.288
AMC,10.61,4119919.8,2021-04-06T16:16:00.394
AMC,10.61,4119919.8,2021-04-06T16:17:00.309
AMC,10.61,4119919.8,2021-04-06T16:18:00.270
AMC,10.61,4119919.8,2021-04-06T16:19:52.112
AMC,10.61,4119919.8,2021-04-06T16:42:24.719
AMC,10.61,4119919.8,2021-04-06T16:46:15.786
AMC,10.2,2407479.8,2021-04-07T09:00:42.115
AMC,10.2,2407479.8,2021-04-07T09:01:41.336
AMC,10.2,2407479.8,2021-04-07T09:02:41.356
AMC,10.2,2407479.8,2021-04-07T09:03:41.184
AMC,10.2,2407479.8,2021-04-07T09:04:41.190
AMC,10.2,2407479.8,2021-04-07T09:05:41.181
AMC,10.2,2407479.8,2021-04-07T09:06:41.367
AMC,10.2,2407479.8,2021-04-07T09:07:41.356
AMC,10.2,2407479.8,2021-04-07T09:08:41.262
AMC,10.2,2407479.8,2021-04-07T09:09:41.338
AMC,10.2,2407479.8,2021-04-07T09:10:41.342
AMC,10.2,2407479.8,2021-04-07T09:11:41.345
AMC,10.2,2407479.8,2021-04-07T09:12:41.230
AMC,10.2,2407479.8,2021-04-07T09:13:41.301
AMC,10.2,2407479.8,2021-04-07T09:14:41.288
AMC,10.2,2407479.8,2021-04-07T09:15:41.332
AMC,10.2,2407479.8,2021-04-07T09:16:41.129
AMC,10.2,2407479.8,2021-04-07T09:17:41.176
AMC,10.2,2407479.8,2021-04-07T09:18:41.340
AMC,10.2,2407479.8,2021-04-07T09:19:41.164
AMC,10.2,2407479.8,2021-04-07T09:20:41.223
AMC,10.2,2407479.8,2021-04-07T09:21:41.428
AMC,10.2,2407479.8,2021-04-07T09:22:41.464
AMC,10.2,2407479.8,2021-04-07T09:23:41.254
AMC,10.2,2407479.8,2021-04-07T09:24:41.601
AMC,10.2,2407479.8,2021-04-07T09:25:41.346
AMC,10.2,2407479.8,2021-04-07T09:26:41.347
AMC,10.2,2407479.8,2021-04-07T09:27:41.444
AMC,10.2,2407479.8,2021-04-07T09:28:41.422
AMC,10.2,2407479.8,2021-04-07T09:29:41.583
AMC,10.2,2407479.8,2021-04-07T09:30:41.845
AMC,10.2,4184334.9,2021-04-07T09:31:41.559
AMC,10.2,4132509.5,2021-04-07T09:32:41.383
AMC,10.2,4149625.2,2021-04-07T09:33:42.074
AMC,10.2,4118383.9,2021-04-07T09:34:42.073
AMC,10.2,4108103.9,2021-04-07T09:35:41.467
AMC,10.2,4091398.9,2021-04-07T09:36:41.509
AMC,10.2,4199671.4,2021-04-07T09:37:41.556
AMC,10.2,4277954.7,2021-04-07T09:38:41.444
AMC,10.2,4236326.6,2021-04-07T09:39:41.580
AMC,10.2,4192825.2,2021-04-07T09:40:41.574
AMC,10.2,4229122,2021-04-07T09:41:41.552
AMC,10.2,4277457.6,2021-04-07T09:42:41.544
AMC,10.2,4265705.4,2021-04-07T09:43:41.613
AMC,10.2,4286180,2021-04-07T09:44:41.635
AMC,10.2,4252402.9,2021-04-07T09:45:42.062
AMC,10.2,4287470.7,2021-04-07T09:46:41.484
AMC,10.2,4295946,2021-04-07T09:47:42.164
AMC,10.2,4277523.5,2021-04-07T09:48:42.539
AMC,10.2,4237883,2021-04-07T09:49:41.682
AMC,10.2,4243855.1,2021-04-07T09:50:41.797
AMC,10.2,4266049,2021-04-07T09:51:42.281
AMC,10.2,4220394.9,2021-04-07T09:52:41.811
AMC,10.2,4159828,2021-04-07T09:53:41.666
AMC,10.2,4209708.8,2021-04-07T09:54:41.732
AMC,10.2,4209128,2021-04-07T09:55:41.664
AMC,10.2,4190232.2,2021-04-07T09:56:41.802
AMC,10.2,4235831.6,2021-04-07T09:57:41.708
AMC,10.2,4261130.5,2021-04-07T09:58:42.805
AMC,10.2,4268734,2021-04-07T09:59:41.663
AMC,10.2,4266560.2,2021-04-07T10:00:42.419
AMC,10.2,4271727.4,2021-04-07T10:01:41.928
AMC,10.2,4262260.4,2021-04-07T10:02:42.826
AMC,10.2,4267407.3,2021-04-07T10:03:42.269
AMC,10.2,4259818.5,2021-04-07T10:04:41.934
AMC,10.2,4282140.2,2021-04-07T10:05:41.608
AMC,10.2,4379162.6,2021-04-07T10:06:41.851
AMC,10.2,4388321.9,2021-04-07T10:07:41.750
AMC,10.2,4409849.3,2021-04-07T10:08:41.793
AMC,10.2,4400086.2,2021-04-07T10:09:42.388
AMC,10.2,4445133.4,2021-04-07T10:10:41.679
